time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
52984,-1e-05,-3e-05,-1e-05,-9e-05,-0.00012,8e-05,-9e-05,-3e-05,0,23
27193,0.0,0.0,1e-05,3e-05,1e-05,-1e-05,-1e-05,-1e-05,0,24
31682,0.00056,8e-05,3e-05,-0.00013,-8e-05,0.00034,0.00082,0.00047,0,2
36503,-5e-05,2e-05,3e-05,-1e-05,-4e-05,-3e-05,-0.00062,0.00015,3,27
44538,0.00042,0.0,3e-05,-0.0001,-0.00038,-0.00058,0.00018,0.00012,2,11
23877,1e-05,1e-05,8e-05,0.00016,-8e-05,-0.0001,-0.00014,-6e-05,0,1
38078,-2e-05,0.0,2e-05,1e-05,-3e-05,1e-05,-3e-05,-1e-05,0,34
19649,0.0,-2e-05,-3e-05,-3e-05,-5e-05,-2e-05,0.0,-1e-05,0,13
31405,-0.0001,7e-05,4e-05,0.00031,0.00023,-0.00103,-0.00024,-1e-05,2,16
31751,2e-05,-3e-05,-5e-05,-7e-05,-1e-05,-0.00017,0.0,0.00025,6,34
55135,-2e-05,-9e-05,-0.00018,-1e-05,-0.00015,-5e-05,-1e-05,0.0,0,12
44790,-9e-05,1e-05,6e-05,0.0,-0.00025,-3e-05,-2e-05,-5e-05,0,19
12481,-3e-05,0.0,-3e-05,-1e-05,-3e-05,1e-05,-1e-05,0.0,0,4
37416,-1e-05,0.0,-2e-05,-1e-05,-1e-05,-1e-05,0.0,-2e-05,1,12
26411,0.00016,0.00011,0.0001,0.00023,0.00059,8e-05,0.00012,9e-05,6,4
18220,0.00015,9e-05,5e-05,4e-05,0.00019,-1e-05,2e-05,0.0,0,6
30850,-3e-05,1e-05,0.00011,-5e-05,1e-05,0.0,0.0,0.0,0,14
39403,0.0001,-1e-05,0.0,7e-05,0.00011,1e-05,-0.00015,1e-05,0,16
21942,0.00019,-0.00032,-6e-05,9e-05,0.00053,6e-05,0.00011,0.0002,6,31
3716,-0.00061,-7e-05,-3e-05,-0.0004,0.00036,0.00079,0.00012,-0.00035,0,36
60050,-0.00059,9e-05,-6e-05,-0.00033,-0.00033,0.00046,8e-05,0.0002,6,8
29848,0.0001,3e-05,2e-05,1e-05,-0.00016,-0.00052,0.00031,0.00014,6,11
43573,-6e-05,-6e-05,-1e-05,-7e-05,4e-05,2e-05,3e-05,0.0,5,14
243,0.0,0.0,2e-05,2e-05,0.00022,-1e-05,-2e-05,-2e-05,0,11
25755,5e-05,4e-05,2e-05,0.00013,0.00087,-0.00022,6e-05,0.0002,6,23
30907,-1e-05,0.0,0.00016,5e-05,0.0,5e-05,-5e-05,7e-05,0,6
39825,-2e-05,-5e-05,-7e-05,0.0,-3e-05,-1e-05,-5e-05,-4e-05,3,14
69205,-0.00018,-0.00034,-0.00044,0.00068,0.00098,9e-05,-7e-05,-0.0001,5,13
27972,-5e-05,-7e-05,-3e-05,-0.0001,-5e-05,-4e-05,-2e-05,-1e-05,0,28
51549,-1e-05,1e-05,-3e-05,2e-05,6e-05,4e-05,0.0,-1e-05,0,2
28254,-1e-05,-2e-05,2e-05,0.00012,2e-05,6e-05,-1e-05,-2e-05,0,26
2659,-1e-05,0.0,3e-05,-0.0001,-8e-05,-4e-05,-3e-05,-3e-05,1,13
26227,0.00079,3e-05,5e-05,0.00013,-3e-05,0.00099,-0.00014,0.00043,6,21
46479,-0.00018,-0.00026,-0.00032,-0.0003,-0.00128,-0.00063,-0.00031,-0.00012,0,16
58862,-6e-05,-7e-05,-9e-05,-0.0009,0.00023,0.0,-8e-05,-8e-05,0,2
32881,0.0,-2e-05,-3e-05,-2e-05,-1e-05,-2e-05,1e-05,-1e-05,1,4
53441,-3e-05,-5e-05,-0.00012,-9e-05,-4e-05,-3e-05,-2e-05,-2e-05,0,10
60756,1e-05,3e-05,3e-05,3e-05,5e-05,-0.00038,0.00011,-0.00019,6,10
45726,-0.00026,0.00019,9e-05,0.00013,-0.0004,-5e-05,-3e-05,0.00027,6,31
5515,7e-05,2e-05,2e-05,7e-05,8e-05,-6e-05,6e-05,0.0001,2,19
2509,-2e-05,1e-05,3e-05,0.0,1e-05,1e-05,-1e-05,-1e-05,1,31
35602,0.0,6e-05,0.00013,3e-05,0.00012,3e-05,1e-05,-2e-05,0,30
22085,-0.00016,-7e-05,0.0,0.0,-4e-05,-1e-05,0.0,-1e-05,0,36
6220,-9e-05,-4e-05,0.0,-0.00021,0.0,-5e-05,-0.00014,-1e-05,2,14
17998,0.0,8e-05,9e-05,-0.00037,-0.00031,0.00014,0.00011,6e-05,0,16
27985,5e-05,3e-05,-2e-05,-0.00013,0.0,0.0,2e-05,2e-05,5,7
70282,0.0,1e-05,-1e-05,7e-05,1e-05,-1e-05,1e-05,-7e-05,7,30
54731,-1e-05,-2e-05,0.0,-6e-05,-0.00069,-0.00042,-0.00013,-5e-05,0,15
28606,0.0,0.0,4e-05,1e-05,0.0,0.0,-1e-05,0.0,0,34
21626,-0.00017,0.0,5e-05,0.00024,0.00029,-0.00016,2e-05,-3e-05,0,31
29051,-2e-05,-1e-05,4e-05,0.0,-3e-05,0.0,-3e-05,-1e-05,0,17
49611,0.00026,4e-05,-0.00011,-0.00074,-4e-05,-8e-05,0.00011,2e-05,0,21
3665,-1e-05,-2e-05,-2e-05,-2e-05,1e-05,0.0,-3e-05,-3e-05,1,12
49228,4e-05,5e-05,4e-05,1e-05,-0.00073,0.00016,0.00035,-0.00035,6,35
55081,-0.00012,-8e-05,-2e-05,5e-05,0.00027,0.00051,-0.00027,-0.00021,6,4
47943,-1e-05,-7e-05,-5e-05,-0.0002,-0.00017,-2e-05,-2e-05,-1e-05,0,35
13513,7e-05,4e-05,5e-05,-0.00019,-0.0005,-0.0006,6e-05,5e-05,0,15
29439,1e-05,2e-05,2e-05,7e-05,2e-05,0.0,-1e-05,-1e-05,0,1
29661,3e-05,2e-05,7e-05,1e-05,-5e-05,0.0001,0.00013,0.00013,2,6
18830,-0.00015,-0.00018,-0.00018,0.00012,0.0004,-0.00093,-0.00034,-0.00018,4,34
32652,0.00017,0.00012,-0.00017,-0.00083,1e-05,0.00031,-0.00119,-0.00128,2,35
68915,-1e-05,-2e-05,4e-05,0.00011,-3e-05,-2e-05,-1e-05,-1e-05,0,2
49980,2e-05,5e-05,6e-05,0.0,-0.00026,0.00012,4e-05,1e-05,5,24
54156,-3e-05,-8e-05,-8e-05,-8e-05,7e-05,2e-05,1e-05,0.0,0,2
25231,-2e-05,0.0,-2e-05,-1e-05,-0.0001,-0.00025,-7e-05,9e-05,0,15
64308,4e-05,4e-05,4e-05,4e-05,0.00028,3e-05,-0.0001,-9e-05,0,17
39216,1e-05,4e-05,2e-05,-1e-05,-3e-05,-1e-05,2e-05,-1e-05,0,1
39142,0.0001,-0.00025,-0.00053,-0.00082,0.0002,-9e-05,0.00036,0.0003,0,25
63774,0.0,-7e-05,-5e-05,-7e-05,-3e-05,1e-05,1e-05,2e-05,0,10
17609,0.0,0.0,0.00012,0.0002,-0.0001,-3e-05,2e-05,-3e-05,0,34
36247,2e-05,3e-05,0.0,-9e-05,-0.00011,-2e-05,0.0,-5e-05,1,30
29323,-3e-05,-8e-05,-9e-05,-0.0001,1e-05,0.00021,-2e-05,-1e-05,0,21
39305,5e-05,2e-05,5e-05,0.00029,6e-05,-2e-05,-4e-05,4e-05,0,12
25420,1e-05,-7e-05,-0.00024,-0.00086,-5e-05,0.00015,6e-05,4e-05,0,2
24144,9e-05,-4e-05,-6e-05,-3e-05,3e-05,0.00012,-0.00015,-6e-05,0,36
21633,0.0001,2e-05,-7e-05,-0.00021,-0.00044,-0.00017,-0.00055,0.00029,0,14
3666,-2e-05,-1e-05,2e-05,6e-05,5e-05,-1e-05,0.0,-2e-05,1,18
48924,5e-05,6e-05,0.00018,0.00125,0.0004,0.00072,0.00022,4e-05,4,10
39851,-4e-05,-7e-05,-0.00013,-0.00015,-0.0002,-0.0003,-9e-05,-0.00033,7,30
41454,-1e-05,-1e-05,-3e-05,-3e-05,-5e-05,1e-05,1e-05,-2e-05,0,29
41030,-3e-05,-5e-05,0.0,0.00026,-0.00051,-0.0002,-7e-05,-2e-05,4,19
5394,-0.00033,0.0,3e-05,0.00044,1e-05,0.00072,0.00022,-0.00024,2,10
2394,-2e-05,0.0,-6e-05,-1e-05,0.0,0.0,0.0,-2e-05,0,17
58346,-4e-05,1e-05,1e-05,-0.0001,-0.00022,-0.00072,-0.00013,-0.00015,0,24
76132,0.0,-2e-05,-1e-05,-1e-05,-1e-05,-1e-05,-2e-05,0.0,0,34
33355,2e-05,0.0,1e-05,-2e-05,6e-05,-1e-05,-1e-05,0.0,0,11
57564,-2e-05,1e-05,-1e-05,1e-05,3e-05,-2e-05,-1e-05,1e-05,0,20
48173,3e-05,0.0,0.0,-3e-05,-0.00021,-0.0001,4e-05,-1e-05,0,21
474,1e-05,-1e-05,1e-05,0.0,-1e-05,-1e-05,-3e-05,-1e-05,0,29
33644,0.0,1e-05,-1e-05,-3e-05,1e-05,1e-05,0.0,0.0,0,25
47713,0.0001,0.00019,0.0003,0.00074,0.00049,0.00076,0.0002,0.00014,0,10
64666,-7e-05,-3e-05,-3e-05,-0.00014,4e-05,0.0,2e-05,-2e-05,0,7
14417,-0.00049,3e-05,-7e-05,-0.00018,-4e-05,-6e-05,-6e-05,-5e-05,0,21
13749,-0.00015,-7e-05,-4e-05,-0.00016,-0.00032,0.00056,0.00012,-0.00017,3,26
70453,-2e-05,1e-05,1e-05,4e-05,9e-05,2e-05,1e-05,-1e-05,0,11
40284,-0.00014,-1e-05,0.0,0.00113,0.00062,9e-05,9e-05,-5e-05,4,14
17713,0.0,-2e-05,-6e-05,-3e-05,-1e-05,0.0,-1e-05,-2e-05,0,1
3838,2e-05,6e-05,8e-05,2e-05,2e-05,1e-05,-2e-05,1e-05,0,19
9933,-9e-05,-0.0001,2e-05,-6e-05,-3e-05,-1e-05,2e-05,-9e-05,3,28
1795,1e-05,-1e-05,-2e-05,-1e-05,-1e-05,0.0,-1e-05,-2e-05,0,22
66264,-2e-05,-3e-05,-3e-05,-0.00017,-0.00093,-0.00027,9e-05,0.00081,6,11
55248,-0.00013,-0.00028,0.00015,0.00019,-8e-05,6e-05,-0.00013,-8e-05,5,8
53769,0.0,-2e-05,-3e-05,-0.00021,-0.00052,0.00012,-4e-05,0.0,0,20
16561,-8e-05,-7e-05,-1e-05,0.00011,0.00018,0.00033,9e-05,-9e-05,0,15
46623,-0.00023,8e-05,0.0,-0.0001,-1e-05,-6e-05,2e-05,-3e-05,6,31
59165,-5e-05,-6e-05,0.0,0.00015,0.00035,-0.00015,0.00024,0.00016,0,23
18989,-4e-05,-9e-05,-0.00011,0.00052,0.00086,-0.00017,5e-05,-1e-05,0,23
65624,-0.0007,0.00021,4e-05,0.00012,0.00082,0.00103,0.00019,0.00127,0,11
59060,2e-05,0.0,0.0,-2e-05,-3e-05,-2e-05,-2e-05,0.0,0,12
32543,-0.00025,-6e-05,-2e-05,-0.0002,-0.00067,8e-05,0.00018,-0.00032,6,13
37097,8e-05,9e-05,0.00014,7e-05,0.00075,0.00058,0.00025,0.00032,0,31
37099,-4e-05,-3e-05,-6e-05,1e-05,-2e-05,5e-05,-1e-05,2e-05,0,28
20552,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,4e-05,0,30
6488,-4e-05,-6e-05,-3e-05,8e-05,0.0,-0.00018,-0.00013,-3e-05,0,16
49834,1e-05,4e-05,-2e-05,-0.0001,-0.00015,-0.00073,1e-05,1e-05,4,18
28000,-0.00013,-2e-05,1e-05,6e-05,-0.00035,-0.00021,1e-05,0.00011,0,25
33488,-0.00023,3e-05,7e-05,0.0002,-0.00013,0.00017,5e-05,6e-05,2,34
30839,1e-05,2e-05,0.0001,4e-05,-5e-05,-7e-05,-1e-05,0.0,1,21
7384,-2e-05,0.0,2e-05,-7e-05,2e-05,0.00012,3e-05,1e-05,0,32
44726,0.0,0.0,0.0,0.00016,8e-05,0.00011,0.0,-1e-05,0,23
25598,-3e-05,-2e-05,-2e-05,1e-05,-1e-05,0.0,0.0,-4e-05,0,28
40004,-2e-05,1e-05,-2e-05,-2e-05,3e-05,3e-05,1e-05,0.0,0,23
33819,0.00028,1e-05,0.00018,-0.00034,-0.00017,8e-05,0.00023,-0.00056,0,21
43748,2e-05,3e-05,-8e-05,-0.00034,-0.00039,-0.00011,-6e-05,0.00016,0,14
36934,-0.0007,-0.00039,-0.00028,-0.00071,0.00012,4e-05,-2e-05,-0.00013,2,22
3331,0.0,-1e-05,-2e-05,-3e-05,-1e-05,0.0,0.0,-3e-05,1,9
34812,6e-05,1e-05,-1e-05,1e-05,0.00026,-4e-05,1e-05,-0.00058,7,11
55882,-0.00062,1e-05,5e-05,0.00013,0.0001,0.00024,0.0002,-0.00069,0,3
26533,-1e-05,0.0,1e-05,3e-05,0.00024,0.00042,8e-05,3e-05,6,33
45747,2e-05,9e-05,4e-05,-0.0001,-3e-05,-0.00016,-2e-05,0.0,5,6
60797,-2e-05,-3e-05,2e-05,-1e-05,1e-05,0.0,-1e-05,-2e-05,0,13
31265,-0.00019,-3e-05,2e-05,0.00104,-6e-05,0.00068,-0.00079,-8e-05,0,27
2981,-1e-05,-1e-05,-1e-05,-2e-05,-3e-05,-5e-05,-1e-05,-3e-05,0,16
79655,-2e-05,5e-05,9e-05,1e-05,-0.00026,-1e-05,1e-05,-2e-05,0,30
63326,6e-05,0.0,-2e-05,-4e-05,-5e-05,0.00024,0.00013,-6e-05,0,12
37471,0.0,-1e-05,0.0,4e-05,-4e-05,-2e-05,-2e-05,1e-05,0,6
36080,0.0,2e-05,1e-05,-1e-05,0.0,-2e-05,0.0,0.0,0,31
57841,0.00065,0.00053,0.00016,-3e-05,1e-05,5e-05,-7e-05,0.00034,0,3
7653,-1e-05,-1e-05,0.00019,0.00019,7e-05,4e-05,7e-05,5e-05,2,17
58466,0.0001,7e-05,9e-05,0.00011,-5e-05,-2e-05,2e-05,0.0,0,18
48398,-3e-05,0.0,-5e-05,-8e-05,-0.0001,-8e-05,-3e-05,-2e-05,0,2
20641,1e-05,1e-05,9e-05,0.0,0.0,-2e-05,-2e-05,0.0,0,19
4191,-1e-05,1e-05,0.0,-2e-05,-1e-05,0.0,-1e-05,0.0,0,2
40152,-1e-05,-1e-05,0.0,0.0,-1e-05,1e-05,-2e-05,0.0,0,15
8949,2e-05,0.0,-1e-05,-3e-05,0.0,-0.00035,-3e-05,1e-05,0,21
33265,6e-05,2e-05,2e-05,3e-05,2e-05,0.00021,3e-05,6e-05,6,12
9703,-0.00023,-0.00014,-0.00016,-0.00019,-0.0001,4e-05,0.0,-0.00028,3,33
54081,0.00016,5e-05,0.00041,0.00127,0.00127,0.00089,0.00023,6e-05,0,20
38873,-0.00044,-0.0002,-5e-05,-1e-05,-4e-05,-4e-05,0.0,-0.0001,3,36
20843,-0.00012,-0.00013,-0.00027,-0.00027,-1e-05,-0.00014,-2e-05,-0.00014,5,4
10760,0.0,-5e-05,-5e-05,2e-05,2e-05,3e-05,0.0,-2e-05,3,29
1765,-1e-05,1e-05,2e-05,0.0,-2e-05,0.0,-1e-05,-2e-05,1,31
5162,0.00059,-0.00017,1e-05,2e-05,-0.00035,-4e-05,-5e-05,0.00033,2,15
43829,-8e-05,-0.00027,-5e-05,3e-05,0.00019,4e-05,-2e-05,-0.00023,0,12
6993,0.00022,3e-05,1e-05,-0.00011,-0.00012,-3e-05,4e-05,-2e-05,0,7
18434,-1e-05,0.0,0.0,0.0,2e-05,1e-05,-1e-05,-1e-05,0,20
4186,1e-05,0.0,1e-05,2e-05,0.0,0.0,0.0,0.0,0,35
13031,0.0,1e-05,1e-05,-3e-05,-5e-05,-5e-05,4e-05,2e-05,3,19
45334,-2e-05,3e-05,4e-05,2e-05,-2e-05,0.0,-1e-05,0.0,0,10
9552,6e-05,2e-05,0.0,-0.00011,-3e-05,-0.00011,-0.00015,1e-05,0,21
39363,-0.00021,-0.00017,-8e-05,-8e-05,-7e-05,-0.00026,-0.0002,-9e-05,0,16
37981,-2e-05,-1e-05,-3e-05,2e-05,0.00031,1e-05,0.0,-2e-05,0,36
21584,-2e-05,0.0,3e-05,2e-05,1e-05,-2e-05,-3e-05,1e-05,0,16
5105,-5e-05,-8e-05,-0.00035,-0.00056,0.0001,-0.00018,-0.0005,-9e-05,2,33
13515,6e-05,1e-05,1e-05,1e-05,-1e-05,-2e-05,-3e-05,-8e-05,3,24
20124,-0.0001,-2e-05,0.00025,0.00019,0.00053,3e-05,4e-05,1e-05,0,28
60189,0.0002,7e-05,2e-05,3e-05,-1e-05,-1e-05,-2e-05,-1e-05,0,9
48935,-4e-05,0.0,-1e-05,1e-05,0.00018,-6e-05,1e-05,0.00012,0,7
73012,1e-05,-1e-05,-4e-05,-6e-05,-0.00021,-9e-05,-3e-05,-1e-05,0,13
33845,0.00016,7e-05,2e-05,-0.00021,-8e-05,0.00027,0.00018,0.00013,2,35
38459,-2e-05,-3e-05,3e-05,-1e-05,-7e-05,-0.0001,-1e-05,0.0,0,25
15281,2e-05,2e-05,9e-05,4e-05,-1e-05,-1e-05,1e-05,2e-05,0,22
5400,0.0,-1e-05,0.0,-3e-05,-2e-05,1e-05,-7e-05,2e-05,0,28
19420,-3e-05,-4e-05,8e-05,0.0002,-0.00027,-0.00015,-2e-05,-6e-05,0,32
7856,-8e-05,-4e-05,0.00016,0.00032,0.00036,0.00027,0.00043,0.00011,0,25
30370,8e-05,0.0,-2e-05,-2e-05,2e-05,-6e-05,-2e-05,-0.00019,6,24
11426,1e-05,-3e-05,-4e-05,-5e-05,0.0,-5e-05,-3e-05,-1e-05,0,28
7002,-5e-05,-4e-05,-6e-05,-0.0001,-0.00011,-0.00013,-0.00024,-0.00011,0,30
4828,1e-05,0.0,1e-05,-1e-05,-1e-05,0.0,0.0,0.0,1,26
59965,0.0,-1e-05,-2e-05,0.0,5e-05,-4e-05,5e-05,4e-05,0,9
5810,-0.00039,-5e-05,6e-05,0.00069,0.0005,0.00083,-0.00026,-0.00014,2,35
21110,0.00026,0.00011,0.0001,0.00041,0.00057,5e-05,-2e-05,3e-05,5,33
43256,-0.00014,1e-05,0.00028,2e-05,-0.00019,-0.00012,4e-05,2e-05,0,28
1176,-2e-05,-2e-05,-6e-05,-3e-05,-1e-05,1e-05,1e-05,1e-05,0,9
18090,-2e-05,0.0,0.0,4e-05,-0.00012,-0.00029,1e-05,-1e-05,0,33
28561,1e-05,-1e-05,1e-05,0.0,-7e-05,-7e-05,-3e-05,-3e-05,0,4
20976,0.0,-3e-05,-6e-05,-3e-05,2e-05,-1e-05,-2e-05,-1e-05,0,13
12650,2e-05,-6e-05,-1e-05,-7e-05,-6e-05,0.00027,-8e-05,-0.00022,3,26
37194,-0.00024,-0.00014,5e-05,-3e-05,-0.00031,0.00029,5e-05,-0.00038,2,26
62812,-1e-05,-2e-05,0.0,0.00034,-4e-05,-0.00022,-2e-05,-2e-05,0,13
23223,4e-05,-3e-05,2e-05,9e-05,0.00011,-7e-05,-4e-05,-3e-05,5,19
6487,-9e-05,-3e-05,6e-05,-0.00043,7e-05,2e-05,-0.0001,0.00013,2,11
4050,0.0,-1e-05,-3e-05,2e-05,-2e-05,0.0,-2e-05,0.0,0,18
844,-2e-05,-3e-05,-3e-05,-2e-05,-3e-05,-3e-05,0.0,-1e-05,0,3
34718,0.0,3e-05,5e-05,2e-05,0.0,-1e-05,-2e-05,0.0,0,17
47043,-0.00024,-9e-05,-3e-05,-3e-05,-0.0002,-0.00022,-0.0001,-0.0004,6,31
1637,-3e-05,-2e-05,0.0,-1e-05,1e-05,-1e-05,-4e-05,0.0,1,16
11026,2e-05,-0.00019,-4e-05,5e-05,0.00016,1e-05,0.00028,-0.00054,0,12
28434,-4e-05,-1e-05,0.0,3e-05,-1e-05,-0.00102,5e-05,-1e-05,0,15
43832,-1e-05,-1e-05,-1e-05,2e-05,-2e-05,1e-05,0.0,-1e-05,0,18
48364,0.00028,4e-05,-2e-05,-0.00014,-0.0004,-8e-05,-6e-05,-3e-05,0,21
19992,1e-05,3e-05,9e-05,0.00012,8e-05,0.0,1e-05,0.0,0,24
6150,3e-05,4e-05,-1e-05,1e-05,9e-05,-1e-05,-7e-05,-4e-05,0,31
1579,-1e-05,-3e-05,0.0,2e-05,2e-05,-1e-05,0.0,0.0,1,4
32396,-2e-05,0.0,-4e-05,-0.00032,-0.00049,0.0002,0.00026,0.00012,6,13
44019,-1e-05,-1e-05,-3e-05,-0.0001,-8e-05,-1e-05,1e-05,0.0,0,13
4937,-0.00068,-0.00035,-4e-05,9e-05,-0.00021,-0.00014,-0.00033,-0.00052,2,15
65244,-1e-05,-4e-05,-8e-05,0.0,1e-05,0.0,-2e-05,-2e-05,0,1
52497,6e-05,-1e-05,-4e-05,-0.00029,6e-05,-0.00024,9e-05,0.00035,6,14
9225,0.00024,3e-05,-0.00042,-0.00044,-2e-05,-0.00107,-0.00128,-0.00065,2,20
25982,-1e-05,0.0,2e-05,-6e-05,1e-05,-2e-05,-2e-05,-1e-05,0,19
53011,1e-05,-4e-05,-7e-05,-2e-05,-1e-05,0.0,-3e-05,-2e-05,0,34
5023,-0.00014,-0.00012,-8e-05,0.0001,-0.00014,-0.00023,-0.00018,-0.00036,2,4
57166,-0.00025,-3e-05,-0.00013,-8e-05,-4e-05,-0.00028,-0.00011,-5e-05,0,4
19829,0.00017,0.00015,0.00077,0.00062,-0.00029,0.0,-2e-05,5e-05,0,26
23072,0.00023,-0.00018,-0.0001,-0.00015,-2e-05,0.00019,-0.00013,-0.00031,0,31
5198,9e-05,8e-05,0.00024,0.0003,0.00051,0.00062,-0.00032,1e-05,0,3
32272,0.0,3e-05,0.00013,5e-05,-1e-05,-2e-05,-3e-05,-1e-05,0,21
42227,-4e-05,-7e-05,-7e-05,0.00016,0.00063,-0.00016,-0.0001,0.0,4,34
32966,1e-05,-1e-05,-1e-05,1e-05,-3e-05,-0.00069,-0.00015,-7e-05,6,12
37732,1e-05,4e-05,0.00022,6e-05,1e-05,0.0,0.0,-1e-05,0,3
513,1e-05,0.0,-2e-05,-2e-05,-3e-05,0.0,-2e-05,-1e-05,0,9
7056,-3e-05,-0.00013,-0.00035,-0.00064,7e-05,-3e-05,0.0007,-3e-05,2,35
54513,-4e-05,1e-05,6e-05,0.00025,0.00031,0.00013,1e-05,-1e-05,4,7
31557,-2e-05,-4e-05,-1e-05,1e-05,-1e-05,0.0,0.0,0.0,1,8
7409,0.0,-0.00012,-3e-05,-3e-05,-0.0001,-1e-05,-1e-05,-3e-05,0,15
611,-1e-05,-1e-05,-4e-05,-1e-05,8e-05,0.0,1e-05,0.0,0,19
6320,5e-05,-9e-05,9e-05,6e-05,-0.00032,-0.00026,8e-05,0.00024,0,26
30796,2e-05,7e-05,0.00011,0.00035,-0.00031,-0.00069,-0.00012,-5e-05,4,13
27550,-3e-05,-2e-05,-2e-05,1e-05,2e-05,-1e-05,-2e-05,4e-05,5,7
44433,-5e-05,-5e-05,-0.00016,-8e-05,-0.00011,9e-05,-2e-05,-1e-05,0,6
3735,1e-05,3e-05,7e-05,-5e-05,-0.0001,-1e-05,-1e-05,0.0,1,13
29071,-0.00013,-0.00013,-0.00023,1e-05,-3e-05,-0.00015,-2e-05,4e-05,2,6
46310,1e-05,-1e-05,-6e-05,-3e-05,2e-05,1e-05,-2e-05,0.0,3,17
68150,1e-05,-4e-05,-6e-05,7e-05,0.00074,0.00029,0.00012,0.00028,6,11
2313,-2e-05,-1e-05,0.00012,0.0,-4e-05,-2e-05,-3e-05,-1e-05,1,3
24804,-7e-05,-6e-05,-9e-05,-9e-05,-0.00026,-0.00027,-0.00015,7e-05,6,36
59855,6e-05,4e-05,-4e-05,-5e-05,0.00012,0.00097,0.00068,0.00054,6,8
14581,0.00021,0.00033,5e-05,0.00018,0.00021,0.00023,-2e-05,-0.00011,0,20
73470,0.0,0.0,2e-05,0.00016,0.00029,0.0,0.0,3e-05,0,30
1302,0.0,-1e-05,1e-05,-1e-05,0.00015,-1e-05,-1e-05,-1e-05,0,11
12171,3e-05,9e-05,0.0001,0.0001,0.00032,0.00023,0.00025,0.00061,3,13
14088,7e-05,-1e-05,0.00023,-0.00014,-7e-05,-9e-05,5e-05,0.00018,4,31
48507,5e-05,-6e-05,-0.00018,-0.00047,-0.00047,-0.00015,-8e-05,1e-05,0,13
16036,1e-05,0.0,-0.00014,-0.00056,-0.00077,-1e-05,0.0,-3e-05,4,4
13993,-1e-05,-1e-05,-1e-05,1e-05,0.00015,-2e-05,1e-05,0.0,0,27
16917,0.00013,9e-05,0.0,-0.00022,-0.00046,0.0006,4e-05,2e-05,0,11
39785,0.00073,0.00019,0.00024,0.00023,-0.00028,6e-05,-0.00031,-5e-05,2,21
38296,-2e-05,-4e-05,-5e-05,-4e-05,-5e-05,-2e-05,-3e-05,-2e-05,0,27
58469,-2e-05,-1e-05,-2e-05,-1e-05,-2e-05,-0.00023,-3e-05,-2e-05,0,8
8158,7e-05,1e-05,0.0,-8e-05,-5e-05,-0.00021,-4e-05,-2e-05,0,10
3824,0.00045,0.00029,3e-05,0.00041,-0.00029,0.00026,0.00044,0.00044,0,23
806,0.0,2e-05,1e-05,-7e-05,-1e-05,-2e-05,-1e-05,-2e-05,0,10
61120,0.00033,-4e-05,-0.0002,-0.00023,0.0,2e-05,0.0,-6e-05,6,22
41182,-1e-05,-5e-05,-0.00031,-0.00012,-2e-05,-2e-05,-2e-05,-2e-05,0,22
9191,-1e-05,-2e-05,-3e-05,0.00011,-0.00015,-8e-05,-2e-05,1e-05,0,13
50891,-0.00014,-8e-05,-0.00039,-0.00081,-0.00081,-0.00028,-0.00025,-0.00012,0,8
9397,0.00024,8e-05,-3e-05,-6e-05,-0.00036,-4e-05,3e-05,0.0,3,31
9055,0.00011,-1e-05,-2e-05,-1e-05,-6e-05,-0.00014,-1e-05,0.00012,0,27
3874,-0.00076,-0.00013,-0.0003,-0.00053,0.00012,-0.00028,-0.00078,-0.00062,0,36
56084,-3e-05,-3e-05,-4e-05,-3e-05,-2e-05,-2e-05,-1e-05,-2e-05,0,17
30427,-0.00051,-0.00012,-1e-05,-0.00012,-0.00057,-0.00052,-8e-05,-0.00039,6,25
58258,-3e-05,-1e-05,-6e-05,0.0,-2e-05,0.0,-2e-05,-1e-05,0,18
78331,-3e-05,-3e-05,1e-05,-2e-05,-3e-05,-4e-05,-3e-05,-3e-05,0,13
10622,8e-05,4e-05,2e-05,1e-05,-3e-05,-4e-05,-2e-05,3e-05,3,29
20947,-2e-05,-3e-05,-0.00017,0.00033,-0.0002,-8e-05,-0.00015,-3e-05,4,7
13477,0.00025,5e-05,4e-05,0.00014,0.00067,0.00028,-0.00024,0.00012,3,13
13702,0.0,-4e-05,-2e-05,-3e-05,1e-05,0.0,0.0,0.0,0,34
45724,0.00012,-5e-05,-9e-05,5e-05,0.00012,0.00044,3e-05,-0.00092,3,8
43861,-1e-05,2e-05,-5e-05,-1e-05,1e-05,2e-05,0.0,-4e-05,0,25
30670,2e-05,-1e-05,8e-05,5e-05,0.0,4e-05,0.0,-1e-05,0,14
3777,1e-05,0.0001,4e-05,-1e-05,0.0,-3e-05,-1e-05,0.0,0,9
12484,0.00036,0.00028,4e-05,1e-05,-3e-05,3e-05,0.00016,0.00056,3,9
19668,-0.00023,-0.00025,-8e-05,-0.00025,-0.0004,-9e-05,-0.00023,2e-05,0,28
22943,-3e-05,-4e-05,-5e-05,-7e-05,4e-05,0.00016,3e-05,-1e-05,0,3
5238,0.0003,0.00022,0.00012,0.00073,-0.00014,-0.00013,-0.00036,2e-05,2,23
25207,-0.00024,-5e-05,-6e-05,-7e-05,0.00064,-3e-05,1e-05,0.00049,6,35
